Timestamp,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-09-05 06:00:00,0.7,854.0,141.85378594088093,2.2,600.0,8.213592926879983,1102.0,53.467004971928844,1252.0,542.0,25.4,38.6,1.2352
2004-09-05 07:00:00,0.6,881.0,155.4456202932164,2.9,647.0,24.83544559052939,964.0,64.00101348325808,1250.0,550.0,25.5,38.2,1.2296
2004-09-05 08:00:00,0.7,867.0,155.79376941464307,2.5,618.0,12.55343244357232,1042.0,59.9059991595889,1231.0,488.0,27.0,34.3,1.2089
2004-09-05 09:00:00,0.8,885.0,149.33721596727378,2.8,638.0,17.32287732504301,1059.0,62.75671406045272,1248.0,484.0,29.9,29.6,1.2296
2004-09-05 10:00:00,0.9,899.0,153.17427372731356,3.0,654.0,26.581325548688255,1037.0,66.98791998813346,1254.0,481.0,31.9,26.8,1.2477
2004-09-05 11:00:00,1.0,886.0,158.1700669491937,2.7,633.0,28.490838067316645,1071.0,69.4637319748501,1214.0,453.0,33.0,23.5,1.1583
2004-09-05 12:00:00,0.9,864.0,148.64224356542195,3.0,651.0,30.056720411400647,1096.0,74.32245032708246,1193.0,443.0,34.5,19.3,1.0369
2004-09-05 13:00:00,0.7,822.0,128.98156611975503,2.4,611.0,16.271504151295858,1191.0,67.72758778278059,1138.0,403.0,33.2,19.0,0.9533
2004-09-05 14:00:00,0.6,810.0,110.24459871788736,2.2,597.0,22.79943380630357,1255.0,61.98839125906261,1106.0,361.0,32.2,20.5,0.9699
2004-09-05 15:00:00,0.6,784.0,101.16159358829123,1.9,576.0,21.851400921177856,1327.0,62.82918514921397,1060.0,342.0,32.6,17.5,0.8467
2004-09-05 16:00:00,0.8,823.0,119.22356477239441,2.7,633.0,41.56713355125157,1228.0,73.2596358285538,1103.0,366.0,33.0,17.5,0.8683
2004-09-05 17:00:00,0.9,863.0,124.99845495821091,3.4,678.0,55.911116021389034,1153.0,82.43380243253016,1139.0,434.0,32.9,17.5,0.8622
2004-09-05 18:00:00,1.1,880.0,157.9052454743735,4.3,728.0,79.61088628177185,1046.0,94.75396957744591,1167.0,514.0,31.6,18.0,0.8243
2004-09-05 19:00:00,1.7,951.0,214.70522630053313,7.0,859.0,154.55483916017442,897.0,117.2184169319089,1267.0,718.0,29.3,20.4,0.8162
2004-09-05 20:00:00,1.5,942.0,192.03401818189775,5.5,786.0,121.66764489462025,930.0,105.30333056767813,1245.0,705.0,27.8,24.4,0.9002
2004-09-05 21:00:00,1.6,988.0,210.69988023882547,7.0,859.0,134.24211276702022,845.0,110.97563440553704,1341.0,799.0,27.1,26.9,0.9524
2004-09-05 22:00:00,1.7,1008.0,209.13253518224383,6.7,845.0,139.80343464770885,832.0,110.99139895162881,1349.0,856.0,26.3,29.5,0.9959
2004-09-05 23:00:00,1.3,965.0,191.09002295580353,5.1,769.0,83.89319454612837,878.0,91.96293065671846,1315.0,667.0,25.9,32.9,1.0826
2004-09-06 00:00:00,1.3,957.0,192.39301280187237,4.1,717.0,54.91370097384106,911.0,79.68722861583417,1322.0,579.0,25.3,36.9,1.1764
2004-09-06 01:00:00,1.0,921.0,178.8258663032566,3.2,666.0,30.77463010316842,954.0,66.25912641348688,1288.0,480.0,24.8,40.1,1.2378
2004-09-06 02:00:00,0.6,854.0,150.31637009481915,1.7,562.0,23.9562624945749,1106.0,43.25091048299254,1224.0,400.0,24.3,42.9,1.2906
2004-09-06 03:00:00,0.5,826.0,125.59502981031221,1.0,504.0,17.13789488598138,1250.0,27.900316132768864,1204.0,385.0,24.0,45.5,1.3404
2004-09-06 04:00:00,0.21575582511205837,828.0,94.72842077368307,1.0,501.0,10.319527277387866,1281.0,22.23095018305432,1189.0,385.0,23.9,47.4,1.3881
2004-09-06 05:00:00,0.4,892.0,117.19522283353047,1.9,580.0,3.501159668794344,1076.0,40.79739638092522,1271.0,516.0,23.5,49.1,1.3991
2004-09-06 06:00:00,0.7,954.0,130.78959439094115,3.1,660.0,45.457862267339124,938.0,59.76768075429793,1342.0,728.0,23.7,49.2,1.4195
2004-09-06 07:00:00,1.8,1120.0,207.93867667050847,7.8,890.0,162.13568633826458,728.0,96.9331289841858,1546.0,1035.0,23.6,49.6,1.4247
2004-09-06 08:00:00,1.9,1096.0,233.93427251902267,8.5,921.0,174.94070076381763,716.0,102.37215112275683,1534.0,988.0,24.3,45.4,1.365
2004-09-06 09:00:00,1.7,1058.0,219.21600331736886,8.0,898.0,166.17453330186936,749.0,104.22212677550786,1470.0,977.0,26.3,38.3,1.2932
2004-09-06 10:00:00,1.3,977.0,188.61267973357667,5.7,800.0,104.2808723534838,843.0,91.24002344882912,1372.0,778.0,27.6,34.2,1.2464
2004-09-06 11:00:00,1.4,977.0,211.15218626365117,6.6,840.0,103.63802343949624,827.0,97.60478522366265,1390.0,736.0,29.2,29.1,1.1586
2004-09-06 12:00:00,1.3,943.0,202.74873680029327,5.3,777.0,77.9652925197754,880.0,90.06381654429414,1333.0,632.0,29.2,28.6,1.1423
2004-09-06 13:00:00,1.4,964.0,208.47143194544333,6.0,814.0,90.75710812462512,850.0,95.32923606060778,1369.0,689.0,29.4,28.3,1.1434
2004-09-06 14:00:00,1.2,953.0,192.40416742173431,5.4,781.0,64.28087414848801,889.0,87.89436677889772,1356.0,641.0,29.8,28.0,1.1558
2004-09-06 15:00:00,1.3,967.0,204.65932929880637,6.1,814.0,74.2559675730979,854.0,94.41371185722267,1385.0,703.0,30.1,26.7,1.1217
2004-09-06 16:00:00,1.5,996.0,207.554423261598,6.7,843.0,108.72345730928214,840.0,100.33987778742531,1394.0,765.0,30.1,27.2,1.1406
2004-09-06 17:00:00,2.3,1091.0,317.06861119103917,11.7,1039.0,188.10039104521047,699.0,120.73165783629071,1586.0,923.0,29.6,27.5,1.1229
2004-09-06 18:00:00,2.6,1114.0,353.04922766798836,13.5,1101.0,239.16127102410633,663.0,129.1251177380973,1632.0,1057.0,29.6,27.7,1.1278
2004-09-06 19:00:00,2.9,1133.0,373.1169580923612,13.5,1101.0,239.1064727849066,647.0,131.61082168142696,1669.0,1105.0,28.0,30.1,1.1226
2004-09-06 20:00:00,1.8,1031.0,254.93943927233408,8.5,921.0,143.21929066346752,731.0,108.3922198609804,1490.0,897.0,26.8,33.8,1.1723
2004-09-06 21:00:00,1.3,952.0,198.58860731216225,5.5,787.0,100.40104136802688,856.0,90.77381722424033,1342.0,723.0,25.7,35.8,1.16
2004-09-06 22:00:00,1.3,949.0,206.73818704180803,5.8,804.0,92.59448921780472,835.0,93.2091562245532,1365.0,740.0,25.4,35.2,1.1255
2004-09-06 23:00:00,1.2,932.0,188.48700389979456,4.8,752.0,90.94476172880763,889.0,85.54592995361891,1310.0,687.0,25.0,37.3,1.1614
2004-09-07 00:00:00,1.2,966.0,190.06146063123379,5.2,774.0,87.85228904534483,859.0,82.76530011053337,1352.0,644.0,24.6,40.5,1.2362
2004-09-07 01:00:00,0.8,888.0,166.64945458186105,3.0,653.0,40.022958399268646,973.0,59.811357859872274,1272.0,497.0,24.2,43.8,1.3057
2004-09-07 02:00:00,0.6,847.0,155.2590234386853,2.7,634.0,28.962880419557905,1012.0,55.46652712471973,1258.0,525.0,24.0,43.7,1.2876
2004-09-07 03:00:00,0.6,856.0,143.32905377377915,3.6,687.0,86.38751420448943,955.0,67.34930693894303,1260.0,726.0,21.9,48.3,1.2522
2004-09-07 04:00:00,0.6,881.0,152.51507235701547,4.4,735.0,88.80982317279563,876.0,74.44245174393293,1308.0,783.0,22.4,47.2,1.2593
2004-09-07 05:00:00,0.7,882.0,148.69597868478263,4.0,711.0,77.73674951956014,936.0,69.12117094886935,1310.0,741.0,22.9,46.5,1.2861
2004-09-07 06:00:00,1.3,1016.0,185.69444424959204,7.7,888.0,169.0,776.0,64.0,1485.0,1040.0,23.1,47.0,1.3122
2004-09-07 07:00:00,2.5,1228.0,329.3842224226577,13.9,1113.0,231.0,628.0,72.0,1719.0,1324.0,23.7,46.2,1.3376
2004-09-07 08:00:00,3.4,1311.0,577.2341645658444,22.0,1350.0,232.0,529.0,73.0,1957.0,1486.0,25.8,41.9,1.3688
2004-09-07 09:00:00,2.1,1081.0,309.1021365354991,10.2,983.0,145.0,703.0,64.0,1546.0,1079.0,27.3,38.3,1.3669
2004-09-07 10:00:00,2.2,1104.0,294.8923760486455,10.4,993.0,170.0,705.0,74.0,1539.0,1081.0,31.0,29.1,1.2885
2004-09-07 11:00:00,1.7,991.0,215.56962531921715,8.0,898.0,214.0,787.0,89.0,1412.0,806.0,31.6,25.5,1.1638
2004-09-07 12:00:00,2.1,1008.0,295.2170222350318,10.1,980.0,180.33282434710577,755.0,121.36839497467098,1465.0,825.0,32.5,21.2,1.0173
2004-09-07 13:00:00,2.2,986.0,304.94262049601025,10.7,1005.0,217.9679937926603,752.0,129.38056670344585,1439.0,907.0,31.7,20.5,0.9428
2004-09-07 14:00:00,1.4,948.0,226.98541145379556,7.9,893.0,125.38866306396721,828.0,109.45422124482752,1374.0,768.0,31.5,21.5,0.9768
2004-09-07 15:00:00,1.4,919.0,220.11693460495712,7.1,862.0,141.21439913572726,851.0,109.82162190099378,1293.0,697.0,31.6,20.8,0.9562
2004-09-07 16:00:00,1.6,958.0,248.596706682981,9.0,940.0,153.70210257502163,820.0,115.77626667880507,1380.0,728.0,32.4,19.4,0.9279
2004-09-07 17:00:00,2.3,1037.0,314.27914556393307,11.2,1021.0,212.83904330524933,747.0,128.6376278282992,1451.0,786.0,31.7,20.3,0.9336
2004-09-07 18:00:00,3.3,1120.0,435.0451977037512,16.0,1181.0,322.97846636628606,653.0,147.9784979340926,1604.0,1028.0,31.1,21.0,0.9337
2004-09-07 19:00:00,4.1,1205.0,531.9301436981768,19.9,1294.0,416.1106528692594,579.0,159.69030784982027,1744.0,1317.0,28.9,25.4,0.9933
2004-09-07 20:00:00,3.3,1172.0,405.4683355617043,15.3,1159.0,334.4371432639366,597.0,146.56287564821818,1653.0,1290.0,27.4,30.8,1.1112
2004-09-07 21:00:00,2.2,1088.0,287.764853517353,11.1,1019.0,223.72154522074152,668.0,125.43930745605995,1554.0,1165.0,26.3,34.1,1.1453
2004-09-07 22:00:00,1.8483668140198546,1055.0,260.1413697184694,10.0,979.0,188.13628686979132,694.0,118.09156426326551,1517.0,1086.0,25.4,35.2,1.1288
2004-09-07 23:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 00:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 01:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 02:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 03:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 04:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 05:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 06:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 07:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 08:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 09:00:00,6.328385250347486,1297.0,756.5411982672035,34.5,1654.0,1134.8214649776746,848.0,201.3087775146541,1366.0,1611.0,22.7,33.0,0.8987
2004-09-08 10:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 11:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 12:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 13:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 14:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 15:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 16:00:00,2.090304077293803,,249.22228748717907,10.176502025144437,,235.3230688699366,,109.20762107418552,,,,,
2004-09-08 17:00:00,3.4,,387.47319243177685,16.542827402001507,,390.0513157205694,,140.23985697152784,,,,,
2004-09-08 18:00:00,4.0,1325.0,362.89638221189875,18.9,1266.0,477.0,926.0,188.0,1441.0,1543.0,32.4,19.8,0.9484
2004-09-08 19:00:00,4.7,1383.0,541.7676698545349,24.1,1406.0,502.0,824.0,176.0,1582.0,1678.0,29.9,22.3,0.9235
2004-09-08 20:00:00,3.8,1254.0,394.8720298595472,18.1,1241.0,420.0,873.0,163.0,1463.0,1431.0,28.2,24.8,0.936
2004-09-08 21:00:00,2.8,1221.0,290.61658978792593,15.8,1174.0,344.0,874.0,155.0,1481.0,1413.0,26.8,28.9,1.0019
2004-09-08 22:00:00,2.6,1226.0,263.32563573538334,14.6,1138.0,307.0,862.0,146.0,1481.0,1419.0,25.1,32.3,1.0131
2004-09-08 23:00:00,2.0,1100.0,177.7057644908648,10.6,999.0,251.0,984.0,131.0,1361.0,1145.0,25.4,30.5,0.9722
2004-09-09 00:00:00,1.4,999.0,107.64289819169699,7.5,879.0,180.0,1114.0,119.0,1261.0,960.0,24.9,28.3,0.8775
2004-09-09 01:00:00,1.2,980.0,123.43971191327591,7.4,873.0,141.0,1088.0,98.0,1258.0,949.0,23.2,30.5,0.8558
2004-09-09 02:00:00,0.6,859.0,47.49711472782508,3.8,698.0,105.0,1254.0,89.0,1157.0,819.0,22.3,33.6,0.8959
2004-09-09 03:00:00,0.3,814.0,26.07398297036093,2.3,606.0,49.68185658984726,1370.0,59.931784068538605,1131.0,745.0,23.0,33.0,0.9184
2004-09-09 04:00:00,0.2,806.0,9.93790590931053,2.3,605.0,74.0,1366.0,68.0,1132.0,725.0,21.4,35.7,0.8982
2004-09-09 05:00:00,0.4,813.0,33.920907157053534,2.7,631.0,91.0,1327.0,65.0,1108.0,710.0,21.7,33.4,0.8545
2004-09-09 06:00:00,0.6,889.0,32.34200738126992,4.9,760.0,143.0,1224.0,81.0,1213.0,806.0,20.3,35.5,0.8342
2004-09-09 07:00:00,3.0,1200.0,290.2686656826892,18.2,1246.0,553.0,798.0,136.0,1574.0,1416.0,19.7,37.5,0.8501
2004-09-09 08:00:00,3.2,1289.0,369.8345150663911,21.4,1335.0,542.0,724.0,130.0,1681.0,1521.0,21.0,35.6,0.8736
2004-09-09 09:00:00,3.5,1355.0,336.2167109150836,21.3,1333.0,590.0,741.0,157.0,1691.0,1605.0,25.0,28.9,0.9025
2004-09-09 10:00:00,3.1,1277.0,282.88370439865923,19.9,1292.0,590.0,800.0,171.0,1626.0,1481.0,31.0,21.9,0.9708
2004-09-09 11:00:00,2.2,1156.0,205.47560044281636,14.8,1142.0,387.0,907.0,143.0,1490.0,1188.0,34.9,18.5,1.0189
2004-09-09 12:00:00,1.7,1054.0,198.06813734076366,12.6,1071.0,252.0,1006.0,116.0,1380.0,940.0,37.1,15.0,0.9297
2004-09-09 13:00:00,2.0,1096.0,196.61319631449112,13.0,1083.0,310.0,971.0,129.0,1430.0,986.0,35.0,17.3,0.9542
2004-09-09 14:00:00,2.5,1160.0,263.0171933699005,16.2,1185.0,396.0,873.0,168.0,1522.0,1162.0,35.1,17.5,0.9733
2004-09-09 15:00:00,2.4,1148.0,255.6610309350042,15.0,1149.0,329.0,924.0,152.0,1473.0,1047.0,35.4,16.6,0.9385
2004-09-09 16:00:00,2.9,1166.0,296.48772455068047,16.2,1186.0,393.0,878.0,175.0,1500.0,1180.0,38.4,13.8,0.9221
2004-09-09 17:00:00,4.2,1315.0,462.0954405973798,22.7,1370.0,522.0,794.0,212.0,1689.0,1399.0,37.6,14.5,0.9277
2004-09-09 18:00:00,5.4,1425.0,732.4116291831119,32.3,1605.0,631.0,660.0,220.0,1920.0,2321.0,35.2,16.6,0.9242
2004-09-09 19:00:00,4.3,1329.0,510.45069583198665,22.3,1360.0,435.0,704.0,175.0,1768.0,1894.0,31.2,25.5,1.1379
2004-09-09 20:00:00,3.6,1299.0,331.03385822599444,16.6,1197.0,407.0,763.0,165.0,1688.0,1606.0,29.3,30.7,1.229
2004-09-09 21:00:00,2.0,1123.0,197.2346055032491,11.0,1015.0,255.0,845.0,136.0,1470.0,1297.0,28.3,30.1,1.1392
2004-09-09 22:00:00,1.5,1089.0,217.20071230121403,11.3,1024.0,180.0,831.0,111.0,1452.0,1182.0,27.4,31.5,1.133
2004-09-09 23:00:00,1.5,1081.0,169.46157304900635,9.3,950.0,186.0,876.0,114.0,1434.0,1138.0,26.2,35.7,1.1929
2004-09-10 00:00:00,1.2,1031.0,130.65674273111472,7.3,871.0,147.0,950.0,96.0,1393.0,972.0,25.2,38.1,1.2049
2004-09-10 01:00:00,1.0,969.0,115.68795566377116,5.5,787.0,101.0,1035.0,75.0,1350.0,799.0,24.4,39.1,1.1784
2004-09-10 02:00:00,0.5,881.0,70.52742870194993,3.5,680.0,69.0,1175.0,58.0,1251.0,630.0,23.7,39.1,1.1289
2004-09-10 03:00:00,0.5,869.0,75.073372633904,2.8,638.0,44.45198764117049,1219.0,55.92932400421657,1213.0,586.0,24.2,38.5,1.1491
2004-09-10 04:00:00,0.4,866.0,81.66858702428499,2.9,644.0,49.0,1162.0,41.0,1218.0,629.0,24.5,38.5,1.1688
2004-09-10 05:00:00,0.5,895.0,67.33485529909296,3.6,689.0,91.0,1134.0,55.0,1250.0,709.0,22.4,43.5,1.1624
2004-09-10 06:00:00,0.7,933.0,91.87577505353784,5.5,786.0,144.0,1018.0,73.0,1306.0,858.0,22.3,43.8,1.1631
2004-09-10 07:00:00,2.4,1209.0,244.61028180713186,15.5,1163.0,430.0,762.0,108.0,1606.0,1300.0,21.4,45.8,1.1515
2004-09-10 08:00:00,4.1,1417.0,568.0247312514571,28.3,1511.0,606.0,587.0,147.0,1975.0,1676.0,22.9,41.3,1.1383
2004-09-10 09:00:00,3.0,1227.0,301.23157620236975,17.8,1233.0,519.0,739.0,150.0,1594.0,1384.0,26.6,30.3,1.0378
2004-09-10 10:00:00,2.0,1093.0,196.30672302595974,12.8,1076.0,353.0,871.0,131.0,1457.0,1125.0,30.3,23.0,0.977
2004-09-10 11:00:00,2.5,1135.0,247.19651430190663,15.7,1170.0,429.0,867.0,144.0,1523.0,1189.0,32.8,18.9,0.9234
2004-09-10 12:00:00,2.4,1112.0,282.2405278483336,15.4,1161.0,345.0,866.0,151.0,1499.0,1088.0,34.3,17.7,0.9416
2004-09-10 13:00:00,2.6,1147.0,262.148570698508,15.6,1168.0,417.0,858.0,165.0,1492.0,1118.0,33.3,18.9,0.9536
2004-09-10 14:00:00,1.9,1086.0,218.98472371554863,12.6,1070.0,276.0,907.0,135.0,1423.0,924.0,33.0,20.1,0.9959
2004-09-10 15:00:00,2.1,1077.0,230.88288454505266,12.2,1056.0,280.0,908.0,143.0,1406.0,935.0,33.6,19.6,1.0029
2004-09-10 16:00:00,2.5,1110.0,241.84649261308948,13.4,1098.0,365.0,882.0,153.0,1450.0,1009.0,34.9,18.4,1.0106
2004-09-10 17:00:00,2.7,1146.0,274.54342856945664,14.3,1125.0,363.0,846.0,149.0,1511.0,1016.0,33.4,20.3,1.027
2004-09-10 18:00:00,3.3,1211.0,343.70330702040064,16.5,1194.0,393.0,797.0,164.0,1599.0,1188.0,31.6,22.7,1.041
2004-09-10 19:00:00,3.2,1218.0,367.41574585018634,17.4,1221.0,385.0,755.0,180.0,1599.0,1290.0,29.2,26.9,1.0709
2004-09-10 20:00:00,2.6,1136.0,272.7902732818641,12.9,1082.0,307.0,824.0,159.0,1478.0,1130.0,27.7,30.1,1.0991
2004-09-10 21:00:00,1.4,1017.0,154.02306782846927,8.2,908.0,194.0,932.0,119.0,1354.0,880.0,27.1,31.0,1.0991
2004-09-10 22:00:00,1.6,1063.0,176.98649814340115,9.2,946.0,205.0,886.0,127.0,1391.0,996.0,26.0,33.4,1.1071
2004-09-10 23:00:00,1.7,1083.0,173.39162705936997,9.3,951.0,223.0,880.0,131.0,1393.0,1054.0,25.1,35.7,1.1222
2004-09-11 00:00:00,1.6,1077.0,223.5449208618287,10.4,994.0,176.0,829.0,101.0,1429.0,1081.0,24.3,38.5,1.1525
2004-09-11 01:00:00,1.243837631637783,968.0,149.20999824495493,6.2,823.0,145.09606089429394,952.0,90.40522713618864,1343.0,828.0,23.4,40.7,1.1551
2004-09-11 02:00:00,0.8507142688537446,898.0,123.19758928828651,4.2,720.0,93.81694853436943,1059.0,72.38845681716288,1259.0,661.0,23.2,41.2,1.1561
2004-09-11 03:00:00,0.6201846536040563,859.0,110.33791301476231,3.1,656.0,62.820153082532215,1126.0,61.252343507484724,1213.0,582.0,23.6,40.5,1.1667
2004-09-11 04:00:00,0.48117645959490396,849.0,93.9741909390815,2.3,607.0,38.266266622391186,1189.0,52.644485921968624,1190.0,544.0,23.5,40.9,1.1677
2004-09-11 05:00:00,0.6883581666285199,886.0,106.27988516570599,3.1,658.0,74.26571915816498,1101.0,61.99783759868147,1234.0,647.0,20.5,48.4,1.1557
2004-09-11 06:00:00,0.8848646905871362,932.0,111.91363251498456,4.0,708.0,93.8977533062789,1057.0,69.84522433137458,1285.0,720.0,20.7,48.4,1.1663
2004-09-11 07:00:00,2.200017993865634,1144.0,229.27862252441423,10.8,1006.0,268.09290288431066,757.0,117.86279343389755,1535.0,1207.0,19.9,50.8,1.1694
2004-09-11 08:00:00,2.6218871760660036,1222.0,268.9871751194511,13.0,1083.0,296.35571103417305,729.0,125.87170594626784,1624.0,1273.0,21.3,47.2,1.1825
2004-09-11 09:00:00,2.1512846121703006,1202.0,186.88694788397686,10.3,989.0,265.8086111149803,775.0,124.14106636984177,1506.0,1303.0,24.0,40.8,1.1993
2004-09-11 10:00:00,3.155296175585937,1323.0,316.32898581286827,16.3,1190.0,356.21554871710555,698.0,145.74663741596072,1702.0,1479.0,28.7,30.3,1.1769
2004-09-11 11:00:00,2.472974964647152,1219.0,232.45829596215697,12.7,1074.0,293.9141414461553,805.0,133.2819536711476,1532.0,1191.0,31.9,24.7,1.1477
2004-09-11 12:00:00,1.8936137437261245,1121.0,174.11289473394766,9.7,965.0,240.72588617851284,899.0,119.22824370474217,1386.0,932.0,33.8,21.9,1.1331
2004-09-11 13:00:00,1.787477202841215,1096.0,180.47127444290027,9.1,942.0,213.89035407989422,893.0,115.29112155346542,1366.0,826.0,32.7,22.7,1.1044
2004-09-11 14:00:00,1.3822477468899343,1019.0,143.01179727405497,7.0,858.0,164.25154476748298,989.0,102.89053795031572,1270.0,631.0,33.0,21.3,1.0512
2004-09-11 15:00:00,1.3974590029366993,1045.0,140.8769455855113,7.0,857.0,144.58100400612193,994.0,99.03853865225449,1308.0,598.0,33.9,21.2,1.0989
2004-09-11 16:00:00,1.880989452570061,1147.0,179.1127803313491,9.5,959.0,223.64246665170344,872.0,116.43473015152668,1387.0,796.0,35.9,20.3,1.1845
2004-09-11 17:00:00,1.9493888676820017,1145.0,191.0364733018106,9.8,971.0,215.86076208654345,883.0,113.15571447237603,1418.0,759.0,34.2,22.6,1.197
2004-09-11 18:00:00,2.330467358142565,1202.0,234.1963826192789,11.7,1040.0,259.54131431229075,815.0,118.78200776624901,1506.0,886.0,32.0,27.3,1.2752
2004-09-11 19:00:00,2.792820520509421,1283.0,285.66611390062394,13.9,1112.0,320.8181616920958,719.0,129.39247277869808,1583.0,1071.0,29.3,32.6,1.3105
2004-09-11 20:00:00,1.8415419464448188,1148.0,188.51452298695597,8.7,929.0,203.73704359688486,815.0,103.26039090144523,1443.0,826.0,27.2,38.0,1.347
2004-09-11 21:00:00,2.262022955227895,1229.0,218.9075248840519,10.9,1012.0,252.04822717752677,743.0,115.4080535787148,1562.0,1103.0,26.1,41.1,1.3705
2004-09-11 22:00:00,2.5692776951669902,1287.0,234.4442960480069,12.3,1060.0,309.88831690853317,716.0,121.8261442790116,1595.0,1221.0,25.3,44.6,1.4161
2004-09-11 23:00:00,2.570520632376871,1285.0,214.85779960667412,12.4,1062.0,353.58109468186217,715.0,126.99424187856552,1583.0,1449.0,24.6,47.2,1.4424
2004-09-12 00:00:00,2.4744873527307174,1251.0,227.3831281345823,12.1,1055.0,323.4135431824991,701.0,122.0501413763154,1602.0,1364.0,24.1,48.8,1.4412
2004-09-12 01:00:00,1.6867481642913766,1120.0,156.44148623020783,8.0,900.0,231.13354029295215,811.0,99.1421970302137,1462.0,1111.0,23.6,50.4,1.447
2004-09-12 02:00:00,1.7421505742551613,1108.0,169.95741998923972,8.4,917.0,240.54392411941285,797.0,97.58508165402776,1495.0,1129.0,22.0,55.8,1.4585
2004-09-12 03:00:00,1.0050054983831753,961.0,133.35462353732282,4.9,759.0,126.33959839163754,943.0,69.19086137059543,1375.0,799.0,22.4,53.6,1.4379
2004-09-12 04:00:00,0.8803956774726434,950.0,123.40192161071411,4.2,719.0,97.60537331307887,982.0,61.65472107962772,1372.0,771.0,21.6,55.8,1.4228
2004-09-12 05:00:00,0.5149788243509459,901.0,95.69013804653002,2.3,608.0,41.688904272721174,1105.0,43.083658934436215,1299.0,646.0,21.8,55.2,1.4184
2004-09-12 06:00:00,0.5436369439896271,903.0,91.16910527137395,2.5,619.0,48.23585241696787,1111.0,44.63537243604395,1315.0,705.0,21.7,55.4,1.4192
2004-09-12 07:00:00,1.0901351460690236,1024.0,119.25223908836904,4.9,757.0,125.49215977418294,923.0,70.18564486560936,1423.0,908.0,20.6,59.8,1.435
2004-09-12 08:00:00,1.4201562843080229,1093.0,144.4911912335981,6.6,837.0,166.32120788932684,830.0,86.26008609269688,1480.0,1047.0,22.1,55.3,1.4495
2004-09-12 09:00:00,1.3828123628679254,1097.0,137.18488400275635,6.5,833.0,154.534064529156,853.0,85.83444777814508,1470.0,1015.0,24.8,48.2,1.4883
2004-09-12 10:00:00,1.35046536523771,1126.0,137.4690735000937,6.4,830.0,110.53147410734073,853.0,79.35387481692956,1528.0,938.0,27.9,43.4,1.6017
2004-09-12 11:00:00,1.2515834155934495,1139.0,107.47723779566832,5.6,794.0,109.5960780631251,908.0,76.90914900666397,1456.0,849.0,30.1,38.5,1.6212
2004-09-12 12:00:00,1.4422586107035524,1178.0,126.15399641919669,6.4,832.0,132.38751376983237,858.0,70.65675162515815,1542.0,844.0,28.2,48.6,1.8253
2004-09-12 13:00:00,1.714677361812731,1243.0,141.84392415259504,7.6,883.0,214.25772342796495,745.0,64.86935258362804,1660.0,1036.0,24.8,70.4,2.1766
2004-09-12 14:00:00,0.7574227891578822,1017.0,97.12938210082325,3.5,680.0,63.8873363741759,996.0,45.81745922972294,1421.0,729.0,27.8,49.4,1.8209
2004-09-12 15:00:00,0.8354873623367016,1048.0,84.7364949354419,3.3,672.0,67.71114177487175,1050.0,33.01249816275458,1438.0,556.0,25.4,59.9,1.9168
2004-09-12 16:00:00,1.5967795963935938,1254.0,123.88900154683324,6.6,840.0,189.6306986667646,787.0,57.36667593589294,1602.0,846.0,26.1,66.8,2.231
2004-09-12 17:00:00,1.874087905616916,1287.0,148.99081505625327,8.3,911.0,172.39420990471444,796.0,74.81167991341523,1664.0,942.0,28.0,53.2,1.981
